Geneid	SRR222175	SRR222176	SRR222177	SRR222178
ENSG00000104518	517	1313	628	448
ENSG00000167632	109	327	195	285
ENSG00000164879	6	2	4	3
ENSG00000147485	0	2	1	2
ENSG00000104299	14	90	90	138
ENSG00000134020	0	1	0	0
ENSG00000240694	3	3	14	3
ENSG00000120910	19	44	78	60
ENSG00000137575	443	324	1088	1213
ENSG00000120925	52	62	107	147
ENSG00000160948	600	1206	761	711
ENSG00000134013	54	900	138	360
ENSG00000078674	167	81	443	687
ENSG00000164949	168	256	59	72
ENSG00000184428	42	353	77	176
ENSG00000169122	9	26	27	17
ENSG00000066827	13	65	52	54
ENSG00000104320	46	73	171	264
ENSG00000178764	37	138	181	185
ENSG00000221947	1	1	2	2
ENSG00000085788	72	73	131	163
ENSG00000076641	318	155	382	310
ENSG00000168077	59	85	138	106
ENSG00000104472	103	175	146	192
ENSG00000215114	38	48	121	207
ENSG00000197181	15	5	12	31
ENSG00000168079	57	150	925	310
ENSG00000085719	121	142	382	690
ENSG00000185697	3	7	15	17
ENSG00000168546	10	5	48	9
ENSG00000147655	9	2	26	7
ENSG00000066855	23	72	100	188
ENSG00000160949	35	272	77	116
ENSG00000104375	19	35	50	103
ENSG00000205133	30	44	132	204
ENSG00000181135	17	75	29	48
ENSG00000120963	218	242	337	356
ENSG00000104442	66	66	139	241
ENSG00000129691	125	183	192	285
ENSG00000185730	5	71	21	45
ENSG00000178814	103	347	223	173
ENSG00000160957	43	415	46	179
ENSG00000147465	10	7	23	11
ENSG00000129292	60	68	146	200
ENSG00000104331	199	201	441	524
ENSG00000104529	150	468	212	290
ENSG00000233575	0	0	0	0
ENSG00000224836	0	0	0	0
ENSG00000228783	0	0	0	0
ENSG00000120158	15	61	85	112
ENSG00000220937	2	0	0	1
ENSG00000278754	0	0	0	0
ENSG00000287465	0	0	0	0
ENSG00000226470	0	0	0	0
ENSG00000231491	0	0	0	0
ENSG00000228810	0	0	0	0
ENSG00000183354	42	64	124	207
ENSG00000236594	0	0	0	0
ENSG00000228165	0	0	0	0
ENSG00000234146	0	0	0	0
ENSG00000213362	8	8	11	11
ENSG00000176399	1	1	6	3
ENSG00000237083	0	0	0	0
ENSG00000229080	0	0	0	0
ENSG00000280683	0	0	0	0
ENSG00000236739	2	2	6	12
ENSG00000224488	0	0	0	0
ENSG00000236796	0	0	0	1
ENSG00000228292	0	0	0	2
ENSG00000235148	0	0	0	0
ENSG00000285784	0	0	0	0
ENSG00000287318	0	0	0	0
ENSG00000233278	2	0	0	1
ENSG00000236156	0	0	0	0
ENSG00000153714	64	230	164	201
ENSG00000224648	0	0	0	0
ENSG00000224549	0	0	0	0
ENSG00000231376	0	0	0	0
ENSG00000287696	0	0	0	0
ENSG00000223807	2	1	0	0
ENSG00000237437	0	0	0	0
ENSG00000232060	1	0	4	8
ENSG00000187988	0	0	1	1
ENSG00000227924	0	0	0	0
ENSG00000277340	0	0	0	0
ENSG00000283541	0	0	0	0
ENSG00000214020	0	0	0	0
ENSG00000234861	1	0	0	0
ENSG00000277297	0	0	0	0
ENSG00000235256	0	0	0	0
ENSG00000196092	13	3	30	28
ENSG00000125385	0	0	0	1
ENSG00000225947	0	0	0	0
ENSG00000235707	0	0	0	0
ENSG00000234042	0	0	0	1
ENSG00000236184	0	0	0	0
ENSG00000228781	0	0	0	1
ENSG00000230245	0	0	0	0
ENSG00000223421	0	0	0	0
ENSG00000228557	0	0	0	0
ENSG00000260995	0	0	0	0
ENSG00000268234	1	9	20	26
ENSG00000197506	2	4	7	3
ENSG00000224025	0	1	2	0
ENSG00000276204	0	0	0	0
ENSG00000277213	0	0	0	0
ENSG00000279706	1	0	0	0
ENSG00000236376	0	0	0	0
ENSG00000237529	0	0	0	0
ENSG00000233457	0	0	0	0
ENSG00000228046	0	0	0	0
ENSG00000227638	0	0	1	2
ENSG00000278001	0	0	0	0
ENSG00000286612	0	0	0	0
ENSG00000286414	0	0	0	0
ENSG00000235523	9	1	1	2
ENSG00000233262	0	0	0	0
ENSG00000239986	0	0	0	0
ENSG00000228375	0	0	0	0
ENSG00000107165	1	4	4	31
ENSG00000156049	37	45	39	74
ENSG00000234819	0	0	0	0
ENSG00000230003	0	0	0	0
ENSG00000279503	0	0	0	0
ENSG00000187559	0	0	0	0
ENSG00000231193	1	0	0	1
ENSG00000229345	0	0	0	0
ENSG00000241571	1	1	8	1
ENSG00000277260	0	0	0	0
ENSG00000231804	0	0	0	0
ENSG00000277575	0	0	0	0
ENSG00000286916	0	0	0	0
ENSG00000288225	0	0	0	0
ENSG00000230188	0	0	0	1
ENSG00000231373	27	1	0	0
ENSG00000233933	0	0	0	0
ENSG00000275676	0	0	0	0
ENSG00000232981	0	0	0	0
ENSG00000228123	0	0	0	0
ENSG00000270627	0	0	0	0
ENSG00000268951	0	0	0	0
ENSG00000233713	0	0	0	0
ENSG00000277412	0	0	0	0
ENSG00000214908	0	0	1	0
ENSG00000273806	0	0	0	0
ENSG00000273849	0	0	0	0
ENSG00000233947	0	3	1	2
ENSG00000237072	0	0	0	0
ENSG00000231799	2	3	2	4
ENSG00000185074	0	0	0	0
ENSG00000234276	0	0	0	0
ENSG00000276149	0	0	0	0
ENSG00000230302	0	0	0	0
ENSG00000276277	0	0	0	0
ENSG00000205636	0	0	0	0
ENSG00000230161	0	0	0	0
ENSG00000270909	0	0	0	0
ENSG00000234910	0	0	0	0
ENSG00000236005	2	0	0	1
ENSG00000274181	0	0	0	0
ENSG00000233727	0	0	0	0
ENSG00000277598	0	0	0	0
ENSG00000198785	2	4	10	18
ENSG00000233555	0	0	0	0
ENSG00000155833	0	0	0	0
ENSG00000225460	0	0	1	0
ENSG00000225072	0	0	0	0
ENSG00000278988	0	0	0	0
ENSG00000131668	0	1	2	0
ENSG00000278485	0	0	0	0
ENSG00000235201	0	0	0	0
ENSG00000229541	0	0	0	0
ENSG00000225901	0	0	0	0
ENSG00000224267	0	0	0	0
ENSG00000231166	0	0	0	0
ENSG00000228366	0	0	0	1
ENSG00000230418	0	0	0	0
ENSG00000232203	5	7	4	10
ENSG00000271225	0	0	0	0
ENSG00000156755	0	0	0	0
ENSG00000235626	0	1	0	0
ENSG00000227068	0	0	0	0
ENSG00000278382	0	0	0	0
ENSG00000197969	117	50	212	265
ENSG00000229830	0	0	0	0
ENSG00000276457	0	0	0	0
ENSG00000287800	0	0	0	0
ENSG00000228053	1	0	0	1
ENSG00000232486	0	0	0	0
ENSG00000214761	0	0	0	1
ENSG00000236862	2	0	1	0
ENSG00000225360	0	0	0	0
ENSG00000213711	0	2	0	2
ENSG00000136944	0	1	1	2
ENSG00000231293	0	0	0	0
ENSG00000278077	0	0	0	0
ENSG00000244081	0	0	0	0
ENSG00000236783	0	0	0	0
ENSG00000228373	0	0	0	0
ENSG00000185775	0	0	0	0
ENSG00000219928	1	4	7	10
ENSG00000225337	0	0	0	0
ENSG00000236709	0	0	0	0
ENSG00000232905	0	0	0	0
ENSG00000197550	0	0	0	0
ENSG00000229753	0	0	0	0
ENSG00000228656	0	3	1	1
ENSG00000239792	0	0	0	0
ENSG00000235901	0	0	0	0
ENSG00000180447	12	42	21	5
ENSG00000231741	0	0	0	0
ENSG00000226246	0	0	0	1
ENSG00000238010	0	0	0	0
ENSG00000232242	0	0	0	0
ENSG00000177736	0	1	0	0
ENSG00000251349	0	0	0	0
ENSG00000223615	0	0	0	0
ENSG00000270688	0	0	0	0
ENSG00000288537	0	0	0	0
ENSG00000225531	0	0	1	3
ENSG00000233936	0	0	0	1
ENSG00000279137	2	0	0	0
ENSG00000229019	0	0	0	0
ENSG00000260720	0	0	0	0
ENSG00000196739	120	192	41	114
ENSG00000231744	0	0	0	0
ENSG00000227412	1	0	0	0
ENSG00000228248	0	0	0	0
ENSG00000215210	2	0	2	4
ENSG00000226047	0	0	0	0
ENSG00000275017	0	0	0	0
ENSG00000234269	0	0	0	0
ENSG00000223918	0	0	0	1
ENSG00000135070	32	31	103	135
ENSG00000186350	392	621	692	452
ENSG00000226998	0	0	0	0
ENSG00000232413	0	0	0	0
ENSG00000237360	0	0	0	0
ENSG00000274688	0	0	0	0
ENSG00000130559	36	95	117	209
ENSG00000169253	14	62	55	86
ENSG00000148344	57	244	73	77
ENSG00000228707	0	0	0	0
ENSG00000260970	0	0	0	0
ENSG00000236521	1	0	0	0
ENSG00000182752	7	65	29	31
ENSG00000237999	1	1	0	2
ENSG00000226234	1	0	0	1
ENSG00000231649	0	0	0	0
ENSG00000235377	0	0	0	1
ENSG00000237257	0	0	0	0
ENSG00000279929	0	0	0	0
ENSG00000230360	2	0	0	1
ENSG00000234637	0	0	0	0
ENSG00000224887	0	0	0	0
ENSG00000202383	0	0	1	0
ENSG00000252991	0	0	0	0
ENSG00000199065	0	0	0	0
ENSG00000222581	0	0	0	0
ENSG00000240613	0	1	0	0
ENSG00000207433	0	0	0	0
ENSG00000251733	1	0	0	0
ENSG00000252943	0	0	0	0
ENSG00000201118	0	0	0	0
ENSG00000241152	0	0	0	0
ENSG00000207360	0	0	1	0
ENSG00000243115	0	0	0	0
ENSG00000272113	0	0	0	0
ENSG00000200502	0	0	1	2
ENSG00000206784	0	0	0	0
ENSG00000252723	0	0	0	0
ENSG00000277049	0	1	0	0
ENSG00000276094	0	0	0	0
ENSG00000278028	0	0	0	0
ENSG00000276562	0	0	0	0
ENSG00000276029	0	0	0	0
ENSG00000273717	0	0	0	0
ENSG00000206804	0	0	0	0
ENSG00000252428	0	0	0	0
ENSG00000200041	0	0	0	0
ENSG00000274852	0	0	0	0
ENSG00000222452	0	0	0	0
ENSG00000201711	0	0	0	0
ENSG00000251776	0	0	0	0
ENSG00000212421	0	0	0	0
ENSG00000222293	0	0	0	0
ENSG00000251752	0	0	0	0
ENSG00000223012	0	0	0	0
ENSG00000212316	0	0	0	0
ENSG00000263967	0	0	0	0
ENSG00000265347	0	0	0	0
ENSG00000265873	0	0	0	0
ENSG00000200966	0	0	0	0
ENSG00000202308	0	0	0	0
ENSG00000238882	0	0	0	0
ENSG00000253031	0	0	0	0
ENSG00000244104	0	0	0	0
ENSG00000222558	0	0	0	0
ENSG00000274263	0	0	0	0
ENSG00000222459	0	0	0	0
ENSG00000263861	0	0	0	0
ENSG00000206923	0	0	0	0
ENSG00000212409	0	0	0	0
ENSG00000207401	0	0	0	0
ENSG00000274755	0	0	0	0
ENSG00000223238	0	0	0	0
ENSG00000207814	0	0	0	0
ENSG00000199313	0	0	0	0
ENSG00000241246	0	0	0	0
ENSG00000207726	0	0	0	0
ENSG00000207595	0	0	0	0
ENSG00000207737	0	0	0	0
ENSG00000253079	0	0	0	0
ENSG00000252985	0	0	0	0
ENSG00000243845	0	1	0	0
ENSG00000263897	0	0	0	0
ENSG00000271833	2	2	3	1
ENSG00000201302	0	0	0	0
ENSG00000200788	0	0	0	0
ENSG00000279571	0	0	1	0
ENSG00000283874	0	0	0	0
ENSG00000160401	1	10	2	6
ENSG00000136807	154	406	292	291
ENSG00000283863	0	0	0	0
ENSG00000284547	0	0	0	0
ENSG00000185972	1	2	1	1
ENSG00000222760	0	0	0	1
ENSG00000171169	20	72	55	65
ENSG00000230536	0	0	0	0
ENSG00000171159	243	694	244	309
ENSG00000272696	1	2	0	2
ENSG00000223551	12	1	15	17
ENSG00000207955	0	0	0	0
ENSG00000284185	0	0	0	0
ENSG00000283335	0	0	0	0
ENSG00000273186	2	3	2	2
ENSG00000228510	2	3	2	0
ENSG00000187791	0	0	0	0
ENSG00000178723	0	0	1	2
ENSG00000215199	0	0	1	1
ENSG00000273597	0	0	0	0
ENSG00000279489	3	0	0	0
ENSG00000233148	0	0	0	0
ENSG00000200106	0	0	0	0
ENSG00000227399	0	0	0	0
ENSG00000237306	0	0	0	0
ENSG00000275756	0	0	0	0
ENSG00000232179	0	0	0	0
ENSG00000228069	0	0	0	1
ENSG00000238288	0	0	0	0
ENSG00000240791	0	0	0	0
ENSG00000227321	0	2	0	3
ENSG00000224809	1	1	0	0
ENSG00000281156	0	0	0	0
ENSG00000239183	0	0	0	0
ENSG00000229530	0	0	0	0
ENSG00000264158	0	0	0	0
ENSG00000225551	0	0	0	0
ENSG00000285650	0	0	1	0
ENSG00000213669	0	0	0	0
ENSG00000165118	13	31	50	118
ENSG00000284179	0	0	0	0
ENSG00000202523	0	0	0	0
ENSG00000270166	0	0	0	0
ENSG00000263892	0	0	0	0
ENSG00000159884	12	42	23	19
ENSG00000243136	0	0	0	0
ENSG00000284195	0	0	0	0
ENSG00000273945	0	0	0	0
ENSG00000215183	0	0	0	0
ENSG00000285645	0	0	0	0
ENSG00000204930	0	0	0	0
ENSG00000236083	0	0	0	0
ENSG00000233659	0	0	0	0
ENSG00000196196	173	134	291	150
ENSG00000287986	0	1	0	0
ENSG00000225639	0	0	0	0
ENSG00000278889	0	0	0	0
ENSG00000213866	9	14	47	80
ENSG00000186940	2	2	3	3
ENSG00000237434	0	0	0	0
ENSG00000171843	98	86	210	318
ENSG00000263790	0	0	0	0
ENSG00000222202	0	0	0	0
ENSG00000264941	0	0	0	0
ENSG00000237088	0	0	1	0
ENSG00000207609	0	0	0	0
ENSG00000202189	0	0	0	0
ENSG00000284317	0	0	0	0
ENSG00000182154	378	519	579	366
ENSG00000283411	0	0	0	0
ENSG00000274841	0	0	0	1
ENSG00000233998	0	0	0	1
ENSG00000238110	0	0	0	0
ENSG00000271923	0	0	0	0
ENSG00000217716	7	4	9	10
ENSG00000225385	1	0	0	1
ENSG00000276535	1	0	1	1
ENSG00000229288	0	0	0	0
ENSG00000231756	0	0	0	0
ENSG00000230694	0	0	0	0
ENSG00000202172	0	0	0	0
ENSG00000229875	0	0	0	0
ENSG00000227914	0	0	0	1
ENSG00000137090	0	1	1	0
ENSG00000200570	0	0	0	0
ENSG00000201074	0	0	0	0
ENSG00000237385	0	0	0	0
ENSG00000188938	193	221	486	455
ENSG00000283146	0	0	0	0
ENSG00000243738	0	1	0	1
ENSG00000214651	0	0	1	0
ENSG00000235865	1	2	6	2
ENSG00000238143	0	0	0	0
ENSG00000253041	0	0	0	0
ENSG00000236763	0	0	0	0
ENSG00000230328	0	0	0	0
ENSG00000234502	0	0	0	0
ENSG00000136897	22	37	112	132
ENSG00000270982	0	0	0	0
ENSG00000233055	0	0	0	0
ENSG00000188386	0	0	0	0
ENSG00000232466	0	0	0	1
ENSG00000240306	0	0	0	0
ENSG00000254396	0	0	0	0
ENSG00000223162	0	0	0	0
ENSG00000232867	0	0	0	0
ENSG00000120160	0	0	3	0
ENSG00000237734	0	0	0	0
ENSG00000165091	4	1	3	3
ENSG00000181778	4	3	2	2
ENSG00000136895	18	3	25	26
ENSG00000229369	0	0	0	0
ENSG00000213590	2	0	1	2
ENSG00000260190	0	1	1	2
ENSG00000284341	0	0	0	0
ENSG00000180539	4	4	5	6
ENSG00000268996	10	17	13	13
ENSG00000261793	0	0	0	0
ENSG00000185863	0	0	0	0
ENSG00000187713	82	153	222	219
ENSG00000198569	0	1	0	0
ENSG00000188163	0	0	0	0
ENSG00000188986	240	725	411	600
ENSG00000270259	0	0	3	2
ENSG00000260996	8	19	18	24
ENSG00000198435	119	433	409	330
ENSG00000228948	0	0	0	0
ENSG00000225002	0	0	0	0
ENSG00000229297	0	0	0	0
ENSG00000277889	0	0	0	0
ENSG00000200131	0	0	0	0
ENSG00000228143	0	1	0	1
ENSG00000212276	0	0	0	0
ENSG00000231562	0	0	0	1
ENSG00000227358	0	0	0	0
ENSG00000268926	1	0	12	3
ENSG00000252847	0	0	0	0
ENSG00000199202	0	0	0	0
ENSG00000237631	0	0	0	0
ENSG00000237212	0	1	0	0
ENSG00000201938	0	0	0	0
ENSG00000224546	7	11	4	15
ENSG00000231678	0	0	0	0
ENSG00000231810	0	0	0	0
ENSG00000213556	0	0	0	0
ENSG00000148156	0	0	0	0
ENSG00000187003	0	0	0	0
ENSG00000199331	0	0	1	0
ENSG00000207698	0	0	0	0
ENSG00000277713	0	0	0	0
ENSG00000232172	0	0	1	1
ENSG00000224797	0	0	0	0
ENSG00000188710	0	0	2	4
ENSG00000130711	0	1	0	1
ENSG00000268707	0	1	2	3
ENSG00000188483	6	97	15	35
ENSG00000242281	0	0	0	0
ENSG00000236146	0	0	0	1
ENSG00000226355	0	0	0	0
ENSG00000261334	0	0	0	0
ENSG00000235007	0	0	0	0
ENSG00000204055	0	0	0	0
ENSG00000234680	0	0	0	0
ENSG00000226625	0	0	0	0
ENSG00000271454	0	0	0	0
ENSG00000243695	0	0	0	0
ENSG00000278825	0	0	0	0
ENSG00000204849	0	0	0	0
ENSG00000229707	0	0	0	0
ENSG00000269692	0	0	0	0
ENSG00000273994	0	0	0	0
ENSG00000234720	0	0	0	0
ENSG00000232239	0	0	0	0
ENSG00000229273	0	0	0	0
ENSG00000277774	0	0	0	0
ENSG00000252724	0	0	0	0
ENSG00000232798	0	0	0	0
ENSG00000237846	0	3	0	0
ENSG00000228136	0	0	0	0
ENSG00000236966	0	0	0	0
ENSG00000283211	0	0	0	0
ENSG00000283246	0	0	0	1
ENSG00000212441	0	0	0	0
ENSG00000234812	0	0	0	0
ENSG00000224681	0	0	0	0
ENSG00000227069	0	0	0	1
ENSG00000274157	0	0	0	0
ENSG00000271631	3	0	2	0
ENSG00000237906	0	0	0	0
ENSG00000285115	0	0	0	0
ENSG00000284763	0	0	0	0
ENSG00000284962	0	0	0	0
ENSG00000285076	0	0	0	0
ENSG00000284867	0	0	0	0
ENSG00000285370	0	0	0	0
ENSG00000136867	1	6	2	3
ENSG00000165204	0	0	0	0
ENSG00000233425	0	0	0	0
ENSG00000212447	0	0	0	0
ENSG00000222351	0	0	0	0
ENSG00000213216	1	1	1	1
ENSG00000225078	0	0	0	0
ENSG00000236901	5	14	31	38
ENSG00000283941	0	0	0	0
ENSG00000207000	2	0	0	0
ENSG00000270236	1	0	0	1
ENSG00000243888	0	0	0	0
ENSG00000233551	1	0	0	0
ENSG00000285130	2	4	6	2
ENSG00000199161	0	0	0	0
ENSG00000280496	0	0	0	0
ENSG00000276161	0	0	0	0
ENSG00000274998	0	0	0	0
ENSG00000281808	0	0	0	0
ENSG00000204003	0	0	0	0
ENSG00000278756	0	0	0	0
ENSG00000177984	5	19	19	5
ENSG00000224662	0	0	0	0
ENSG00000272896	0	0	0	0
ENSG00000213213	11	8	10	6
ENSG00000273066	39	8	14	9
ENSG00000272679	0	0	0	0
ENSG00000213212	1	0	0	1
ENSG00000265806	0	0	1	1
ENSG00000266507	0	0	0	0
ENSG00000196366	0	6	2	5
ENSG00000227512	0	0	1	1
ENSG00000229419	5	8	19	21
ENSG00000279609	0	0	0	0
ENSG00000186051	2	0	0	0
ENSG00000165059	0	0	0	0
ENSG00000276581	0	0	0	0
ENSG00000234160	4	6	11	8
ENSG00000256966	0	0	0	0
ENSG00000255872	0	0	0	0
ENSG00000233111	3	3	2	4
ENSG00000070601	1	2	2	1
ENSG00000201287	0	0	0	0
ENSG00000232454	0	0	0	0
ENSG00000226055	0	1	2	2
ENSG00000251745	0	0	0	0
ENSG00000200026	0	0	0	0
ENSG00000252582	0	0	0	0
ENSG00000252622	0	0	0	0
ENSG00000246851	0	0	1	0
ENSG00000226987	0	0	0	0
ENSG00000222658	0	0	0	0
ENSG00000234586	0	0	0	0
ENSG00000223672	0	0	0	0
ENSG00000235284	0	0	0	0
ENSG00000231587	0	0	0	1
ENSG00000277490	0	0	0	0
ENSG00000276039	0	0	0	0
ENSG00000274355	0	0	0	0
ENSG00000288023	0	0	0	0
ENSG00000252153	0	0	0	0
ENSG00000236095	1	0	1	0
ENSG00000285807	0	0	0	0
ENSG00000274115	0	0	0	0
ENSG00000207563	0	0	0	0
ENSG00000207864	0	0	2	0
ENSG00000207617	0	0	0	0
ENSG00000284459	0	0	0	0
ENSG00000229065	0	0	0	1
ENSG00000223849	0	0	0	0
ENSG00000251884	0	0	0	0
ENSG00000222421	0	0	1	0
ENSG00000222455	0	0	0	0
ENSG00000257524	25	18	12	5
ENSG00000263979	0	0	0	0
ENSG00000167103	4	3	4	1
ENSG00000269907	0	3	2	4
ENSG00000227257	0	0	0	0
ENSG00000188152	0	0	0	0
ENSG00000236745	0	0	0	0
ENSG00000226604	0	1	0	0
ENSG00000244757	0	0	0	0
ENSG00000256040	0	0	0	0
ENSG00000230894	0	0	2	1
ENSG00000285820	0	0	1	0
ENSG00000230734	3	5	9	8
ENSG00000207268	0	0	0	0
ENSG00000201140	0	0	0	0
ENSG00000222413	0	0	0	0
ENSG00000266583	0	0	0	0
ENSG00000269970	1	0	2	0
ENSG00000285287	0	0	1	0
ENSG00000235119	0	0	0	0
ENSG00000271214	0	0	0	0
ENSG00000235797	0	0	0	0
ENSG00000201749	0	0	0	0
ENSG00000230054	0	1	0	0
ENSG00000230601	0	0	0	0
ENSG00000230284	0	0	0	0
ENSG00000274919	0	0	0	0
ENSG00000181634	9	33	33	126
ENSG00000270917	2	0	0	1
ENSG00000273399	1	0	0	0
ENSG00000272871	0	2	1	2
ENSG00000229029	0	0	0	1
ENSG00000147869	0	0	0	0
ENSG00000286500	1	0	0	0
ENSG00000199814	0	0	0	0
ENSG00000214110	0	0	0	0
ENSG00000234297	0	0	0	1
ENSG00000228095	0	0	0	0
ENSG00000226590	0	0	0	0
ENSG00000285556	0	0	0	0
ENSG00000287930	0	0	0	0
ENSG00000237747	0	0	0	0
ENSG00000225123	0	0	0	0
ENSG00000231991	93	86	183	421
ENSG00000183938	0	0	0	0
ENSG00000234122	0	0	0	0
ENSG00000229063	0	0	0	0
ENSG00000215206	0	0	0	0
ENSG00000240215	0	0	0	0
ENSG00000281128	0	0	0	0
ENSG00000231165	0	0	1	0
ENSG00000260947	0	1	2	1
ENSG00000287063	0	0	1	0
ENSG00000227301	0	0	0	0
ENSG00000287495	0	0	0	0
ENSG00000223394	1	6	1	2
ENSG00000200834	0	0	0	0
ENSG00000251748	0	0	0	0
ENSG00000238300	0	0	0	1
ENSG00000238886	0	0	0	0
ENSG00000226801	0	0	0	0
ENSG00000222259	0	0	0	0
ENSG00000224802	0	0	0	0
ENSG00000239392	0	0	0	0
ENSG00000240299	0	1	0	0
ENSG00000229854	0	0	0	0
ENSG00000274421	0	0	0	0
ENSG00000239180	0	0	0	0
ENSG00000272232	0	0	0	0
ENSG00000207935	0	0	0	0
ENSG00000224437	1	1	4	7
ENSG00000229814	28	23	41	77
ENSG00000186881	0	0	0	0
ENSG00000283001	0	0	0	0
ENSG00000148136	0	0	0	0
ENSG00000186943	0	0	0	0
ENSG00000237443	0	0	0	0
ENSG00000277556	0	0	0	0
ENSG00000276119	0	0	0	0
ENSG00000136839	0	0	0	0
ENSG00000273423	0	0	0	0
ENSG00000188712	0	0	0	0
ENSG00000165029	54	71	297	196
ENSG00000188394	0	0	0	1
ENSG00000260230	9	2	11	0
ENSG00000279608	1	0	0	1
ENSG00000174038	0	0	0	1
ENSG00000241568	0	0	0	0
ENSG00000215198	1	0	2	2
ENSG00000279083	4	1	0	3
ENSG00000227167	0	0	0	0
ENSG00000264638	0	0	0	0
ENSG00000252960	0	0	0	0
ENSG00000236857	0	0	0	0
ENSG00000155875	3	1	3	0
ENSG00000236680	0	1	1	0
ENSG00000155876	218	306	463	497
ENSG00000288699	0	0	0	0
ENSG00000232983	0	0	0	0
ENSG00000213927	0	0	0	0
ENSG00000261215	0	0	0	0
ENSG00000172724	20	28	162	80
ENSG00000205108	0	0	0	0
ENSG00000273932	0	0	0	0
ENSG00000170835	134	142	6	92
ENSG00000285245	0	0	0	0
ENSG00000175164	194	200	457	445
ENSG00000201843	0	0	0	0
ENSG00000204031	0	0	0	0
ENSG00000201451	0	0	0	0
ENSG00000230064	0	0	0	0
ENSG00000206611	0	0	0	0
ENSG00000200831	0	0	0	0
ENSG00000199744	0	0	0	0
ENSG00000252542	0	0	0	0
ENSG00000198870	1	7	2	5
ENSG00000197214	0	0	0	0
ENSG00000228038	0	0	0	0
ENSG00000213612	0	1	1	1
ENSG00000252721	0	0	0	0
ENSG00000179443	0	0	0	0
ENSG00000236110	0	0	0	0
ENSG00000276730	0	0	1	0
ENSG00000215283	1	0	3	2
ENSG00000232630	1	2	4	6
ENSG00000235332	2	1	2	0
ENSG00000214593	0	0	2	1
ENSG00000200554	0	0	0	0
ENSG00000227845	0	0	1	0
ENSG00000274510	0	0	0	0
ENSG00000252313	0	0	0	0
ENSG00000225347	0	0	1	1
ENSG00000232303	1	0	0	0
ENSG00000122728	0	0	0	5
ENSG00000230516	0	0	0	0
ENSG00000238001	0	0	0	0
ENSG00000224992	0	0	0	0
ENSG00000263816	0	0	0	0
ENSG00000234907	0	0	0	0
ENSG00000238558	0	0	0	0
ENSG00000196205	99	86	372	594
ENSG00000283921	0	0	0	0
ENSG00000284986	0	0	0	0
ENSG00000170122	0	4	0	0
ENSG00000238406	0	0	0	0
ENSG00000280474	0	0	1	0
ENSG00000280758	0	0	0	2
ENSG00000227759	0	0	0	0
ENSG00000231052	0	0	0	0
ENSG00000168263	0	2	0	0
ENSG00000267834	0	0	0	1
ENSG00000287234	1	0	1	3
ENSG00000264438	0	0	0	0
ENSG00000203286	0	0	2	0
ENSG00000286112	0	0	1	0
ENSG00000251184	0	0	0	0
ENSG00000175283	29	99	121	116
ENSG00000286078	0	0	0	0
ENSG00000207277	0	0	0	0
ENSG00000232815	0	0	0	0
ENSG00000266017	0	0	0	0
ENSG00000275068	0	0	0	0
ENSG00000184709	20	235	85	209
ENSG00000160360	10	98	47	36
ENSG00000236724	0	0	0	0
ENSG00000230001	0	0	0	0
ENSG00000228322	0	0	0	0
ENSG00000200941	0	0	0	0
ENSG00000010438	718	1071	1039	733
ENSG00000137094	104	49	48	26
ENSG00000136834	0	0	0	0
ENSG00000197233	0	0	0	0
ENSG00000239590	0	0	0	0
ENSG00000165202	0	0	0	0
ENSG00000173679	0	0	0	0
ENSG00000226783	0	0	0	2
ENSG00000107249	11	57	50	70
ENSG00000237679	0	0	0	0
ENSG00000224815	0	0	0	0
ENSG00000282886	1	4	3	14
ENSG00000278486	0	0	1	0
ENSG00000202445	0	0	0	0
ENSG00000130957	0	0	1	3
ENSG00000238181	0	0	0	1
ENSG00000271384	3	0	1	1
ENSG00000213761	0	0	2	1
ENSG00000271314	0	0	0	0
ENSG00000271155	0	0	0	1
ENSG00000271659	0	0	1	4
ENSG00000227383	0	0	1	0
ENSG00000252164	0	0	0	0
ENSG00000233668	4	3	6	6
ENSG00000222426	2	0	0	0
ENSG00000229207	0	0	1	0
ENSG00000207032	0	0	0	0
ENSG00000224644	0	0	0	0
ENSG00000244115	0	0	0	0
ENSG00000224067	0	0	1	1
ENSG00000206907	0	0	0	0
ENSG00000266315	1	0	1	0
ENSG00000165181	0	0	1	1
ENSG00000223188	0	0	0	1
ENSG00000196979	0	0	0	0
ENSG00000264169	0	0	0	0
ENSG00000136870	20	28	66	142
ENSG00000171133	0	0	0	0
ENSG00000198680	33	116	108	83
ENSG00000187753	0	0	0	2
ENSG00000119138	270	198	353	194
ENSG00000222973	0	0	0	0
ENSG00000264615	0	0	0	0
ENSG00000236496	5	9	5	10
ENSG00000229184	11	5	26	19
ENSG00000279561	0	0	1	0
ENSG00000278647	0	0	0	0
ENSG00000274680	0	0	0	0
ENSG00000276502	0	0	0	0
ENSG00000235389	0	0	0	0
ENSG00000212695	1	3	8	4
ENSG00000239102	0	0	0	0
ENSG00000234021	0	0	0	0
ENSG00000212829	0	3	9	4
ENSG00000265735	1	1	3	11
ENSG00000234360	0	0	0	0
ENSG00000232035	0	0	0	0
ENSG00000227138	0	0	0	0
ENSG00000230589	0	0	0	0
ENSG00000273940	0	0	0	0
ENSG00000238749	0	0	0	0
ENSG00000276845	0	0	0	0
ENSG00000284471	1	0	0	0
ENSG00000275904	0	0	0	0
